time,House overall,Dishwasher,Home office,Fridge,Wine cellar,Garage door,Barn,Well,Microwave,Living room,Furnace,Kitchen,Solar,temperature,humidity,visibility,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability,year_month
2016-03-07 03:17:00,0.604316667,0.0,0.041766667,0.114283333,0.006383333,0.013166667,0.033083333,0.001,0.004,0.001633333,0.0839,0.000450033,0.002983333,40.83,0.81,8.96,36.85,1020.03,5.83,0.03,198.0,0.0,35.4,0.0,2016-03
2016-03-02 07:43:00,1.127433333,6.67e-05,0.0432,0.122083333,0.007133333,0.013566667,0.033133333,0.001,0.004,0.00165,0.5826833330000001,0.0006167,0.003083333,22.24,0.59,8.65,16.21,1022.56,4.48,0.24,21.0,0.0,10.14,0.0,2016-03
2016-03-31 15:58:00,0.50615,0.0,0.103483333,0.120383333,0.023966667,0.01295,0.0313,0.000933333,0.004016667,0.001466667,0.1679,0.000450067,0.099266667,33.06,0.45,8.93,20.62,1005.72,22.85,0.41,302.0,0.0,14.19,0.0,2016-03
2016-03-04 21:14:00,0.616416667,0.0,0.085816667,0.005483333,0.011133333,0.0128,0.160333333,0.001,0.004,0.00155,0.08985,0.000816733,0.205866667,28.95,0.55,10.0,28.95,1025.12,1.67,0.03,234.0,0.0,15.02,0.0,2016-03
2016-03-01 10:45:00,0.397516667,0.0,0.062266667,0.00505,0.006783333,0.012816667,0.1041,0.00105,0.0041,0.001633333,0.0744499999999999,0.0007167,0.003333333,18.88,0.56,10.0,7.17,1022.29,10.47,0.06,317.0,0.0,5.62,0.0,2016-03
2016-03-03 12:49:00,0.272183333,1.67e-05,0.040733333,0.005066667,0.0068,0.012966667,0.03105,0.001,0.004133333,0.00155,0.0753333329999999,0.0007,0.015916667,30.38,0.31,10.0,23.04,1022.47,7.74,0.04,2.0,0.0,3.59,0.0,2016-03
2016-03-22 09:40:00,0.3904,0.0,0.042416667,0.00505,0.007566667,0.012866667,0.032866667,0.001,0.004066667,0.001583333,0.163483334,0.000716733,0.0033,38.2,0.85,8.94,34.37,1013.52,4.98,0.18,69.0,0.0,34.03,0.0,2016-03
2016-03-21 03:57:00,0.601966667,1.67e-05,0.042666667,0.123,0.020016667,0.012933333,0.033216667,0.001,0.004116667,0.001583333,0.210883333,0.000433333,0.003433333,56.04,0.45,10.0,56.04,1015.26,6.5,0.18,359.0,0.0,34.82,0.0,2016-03
2016-03-31 00:01:00,0.911166667,3.33e-05,0.040466667,0.005016667,0.043633333,0.012416667,0.033083333,0.001016667,0.0039,0.001716667,0.309716667,0.000866733,0.003,38.44,0.83,7.41,38.44,995.07,2.87,0.0,260.0,0.0067,33.82,0.32,2016-03
2016-03-09 04:35:00,0.317883333,1.67e-05,0.041233333,0.005433333,0.007333333,0.013116667,0.032816667,0.000966667,0.004,0.00145,0.085266667,0.0007167,0.0033,50.97,0.81,9.94,50.97,1014.98,9.62,0.48,317.0,0.0,45.34,0.0,2016-03
2016-03-10 22:50:00,0.685483333,1.67e-05,0.368666667,0.004766667,0.0069,0.012816667,0.081683333,0.001066667,0.004066667,0.0016,0.0972,0.00085,0.003483333,48.97,0.48,10.0,44.17,1013.55,11.87,0.0,298.0,0.0,30.18,0.0,2016-03
2016-03-03 20:15:00,0.19415,1.67e-05,0.040716667,0.114966667,0.009783333,0.01295,0.030316667,0.000966667,0.003983333,0.001433333,0.076933333,0.0004834,0.284333333,29.77,0.39,10.0,26.67,1021.95,3.09,0.26,266.0,0.0,7.69,0.0,2016-03
2016-03-15 15:31:00,0.327066667,0.0,0.039133333,0.005066667,0.007316667,0.012933333,0.03095,0.001,0.004083333,0.001433333,0.168383333,0.000733333,0.098266667,39.94,0.77,10.0,37.9,1006.72,3.34,0.1,231.0,0.0,33.27,0.0,2016-03
2016-03-20 17:53:00,0.486183333,0.0,0.040166667,0.13475,0.007533333,0.012916667,0.030383333,0.000983333,0.003983333,0.001416667,0.1802,0.0004167,0.109783333,44.59,0.6,10.0,40.27,1011.63,7.81,0.06,203.0,0.0,31.7,0.0,2016-03
2016-03-02 11:48:00,1.0628,0.000116667,0.042633333,0.136066667,0.006983333,0.013383333,0.03195,0.001,0.00415,0.00155,0.583733333,0.000700034,0.003383333,24.64,0.65,4.67,18.21,1023.47,5.21,0.31,29.0,0.0,14.49,0.0,2016-03
2016-03-22 00:39:00,1.134966667,0.00025,0.043,0.004733333,0.021883333,0.01225,0.032066667,0.000733333,0.003766667,0.001516667,0.632,0.00115,0.003566667,50.73,0.45,10.0,50.73,1017.29,9.85,0.04,102.0,0.0,30.21,0.0,2016-03
2016-03-17 12:01:00,0.748516667,3.33e-05,0.039133333,0.12455,0.014683333,0.012733333,0.030883333,0.001033333,0.004033333,0.001283333,0.311516666,0.0004,0.02675,28.63,0.49,10.0,24.41,1020.73,3.81,0.03,342.0,0.0,11.92,0.0,2016-03
2016-03-06 02:31:00,1.002066667,8.33e-05,0.041333333,0.005433333,0.004683333,0.013683333,0.033183333,0.00095,0.004116667,0.001583333,0.6692499999999999,0.0009333,0.0035,34.63,0.84,9.14,34.63,1018.76,2.01,0.21,350.0,0.0,30.2,0.0,2016-03
2016-03-21 13:01:00,0.375466667,0.0,0.040883333,0.005433333,0.007333333,0.012866667,0.030833333,0.000983333,0.004066667,0.001466667,0.16795,0.0007167,0.006333333,40.42,0.62,10.0,36.51,1020.46,5.63,0.16,44.0,0.0,28.56,0.0,2016-03
2016-03-23 20:49:00,0.53045,0.000266667,0.039716667,0.120466667,0.007283333,0.01285,0.030666667,0.000983333,0.003983333,0.001466667,0.1802,0.00045,0.0101,43.48,0.54,10.0,41.78,1027.73,3.52,0.0,47.0,0.0,28.02,0.0,2016-03
2016-03-07 23:20:00,1.687583333,1.67e-05,0.11545,0.23505,0.015683333,0.01245,0.032733333,0.001,0.004016667,0.330983333,0.14355,0.000433367,0.00325,59.73,0.52,10.0,59.73,1013.74,4.74,0.1,215.0,0.0,42.25,0.0,2016-03
2016-04-22 07:53:00,0.4513,1.67e-05,0.041366667,0.126816667,0.006866667,0.013166667,0.0349,0.001,0.004,0.00165,0.09385,0.000516633,0.003233333,49.56,0.58,10.0,49.12,1012.36,3.06,0.31,17.0,0.0,35.55,0.0,2016-04
2016-04-09 00:51:00,0.522016667,0.0,0.041766667,0.13095,0.02355,0.013016667,0.033366667,0.001,0.00415,0.0017,0.132983333,0.000399967,0.003633333,52.61,0.85,8.5,52.61,1012.74,11.12,0.22,192.0,0.0241,48.08,0.62,2016-04
2016-04-26 09:06:00,0.3741,0.000266667,0.041216667,0.005116667,0.007233333,0.01305,0.0334,0.001016667,0.004016667,0.0016,0.084533333,0.000700033,0.003383333,42.92,0.76,9.88,39.96,1020.64,4.92,0.15,208.0,0.0,35.86,0.0,2016-04
2016-04-01 17:17:00,0.530516667,0.0,0.038966667,0.140233333,0.04205,0.012733333,0.029833333,0.001,0.004033333,0.001533333,0.161433333,0.000400033,0.044933333,25.4,0.8,5.07,15.71,1013.76,9.72,1.0,12.0,0.0021,20.16,0.06,2016-04
2016-04-11 06:34:00,0.449916667,0.0002,0.042033333,0.005433333,0.007866667,0.013116667,0.032916667,0.000866667,0.003966667,0.001416667,0.20915,0.000816667,0.003616667,55.26,0.25,10.0,55.26,1027.73,5.67,0.0,344.0,0.0,19.65,0.0,2016-04
2016-04-07 16:46:00,0.4251,1.67e-05,0.098683333,0.128016667,0.006933333,0.013,0.030916667,0.001,0.004066667,0.0015,0.084083333,0.000416667,0.077833333,39.23,0.41,10.0,34.51,1024.66,6.51,0.16,181.0,0.0,17.64,0.0,2016-04
2016-04-16 02:58:00,0.508533333,1.67e-05,0.036833333,0.13995,0.007316667,0.013016667,0.032483333,0.001,0.00415,0.0017,0.108933333,0.00045,0.0035,60.15,0.37,10.0,60.15,1015.99,13.33,0.15,8.0,0.0,34.06,0.0,2016-04
2016-04-04 07:02:00,1.127716667,5e-05,0.04125,0.005383333,0.007383333,0.0135,0.033383333,0.001016667,0.004133333,0.001616667,0.789633333,0.0008667,0.00335,51.03,0.76,10.0,51.03,1008.19,12.03,0.45,174.0,0.0,43.62,0.0,2016-04
2016-04-09 03:00:00,0.462666667,0.0,0.0418,0.122316667,0.02305,0.013166667,0.033333333,0.001016667,0.004083333,0.001666667,0.0835,0.0004667,0.003666667,50.76,0.88,5.85,50.76,1013.49,7.7,1.0,207.0,0.042,47.4,0.69,2016-04
2016-04-23 05:51:00,0.427016667,0.00025,0.041166667,0.005316667,0.12095,0.013066667,0.033566667,0.001,0.00415,0.001783333,0.100116667,0.000783367,0.003516667,39.43,0.84,10.0,37.57,1011.85,3.13,0.31,330.0,0.0,35.08,0.0,2016-04
2016-04-25 12:19:00,0.742133333,0.00015,0.047766667,0.124183333,0.0065,0.012283333,0.030883333,0.001,0.004066667,0.00165,0.43565,0.000583366,0.034683333,42.8,0.61,10.0,40.5,1020.54,4.06,0.23,41.0,0.0,30.37,0.0,2016-04
2016-04-26 00:17:00,3.628666667,0.0,0.143916667,0.146866667,0.00665,0.012616667,0.0932,0.001033333,0.004,0.001783333,0.0815,0.000383367,0.003433333,52.96,0.47,10.0,52.96,1018.46,5.96,0.52,180.0,0.0,33.54,0.0,2016-04
2016-04-16 04:15:00,0.431016667,0.0,0.0369,0.005366667,0.00685,0.01315,0.031916667,0.0008,0.003816667,0.001416667,0.11,0.000716733,0.003633333,62.26,0.3,10.0,62.26,1015.66,13.51,0.19,345.0,0.0,30.03,0.0,2016-04
2016-04-06 02:11:00,1.281783333,1.67e-05,0.44155,0.130333333,0.006683333,0.120466667,0.174516667,0.001,0.004,0.0016,0.107166667,0.000700033,0.002916667,26.92,0.77,10.0,22.3,1007.15,3.93,0.16,249.0,0.0,20.82,0.0,2016-04
2016-04-10 04:09:00,0.451783333,0.0,0.042516667,0.0051,0.023783333,0.013316667,0.03365,0.001033333,0.0043,0.001316667,0.08335,0.000750033,0.003266667,43.35,0.5,10.0,38.48,1030.14,8.4,0.07,20.0,0.0,25.84,0.0,2016-04
2016-04-15 06:08:00,0.3225,1.67e-05,0.041833333,0.005133333,0.0073,0.01315,0.0336,0.001,0.00415,0.00175,0.085783334,0.0007167,0.003466667,75.76,0.21,10.0,75.76,1018.48,5.57,0.14,209.0,0.0,33.53,0.0,2016-04
2016-04-01 01:52:00,0.789466667,0.0,0.423333333,0.005183333,0.007966667,0.013033333,0.032633333,0.001016667,0.004083333,0.0016,0.179633334,0.000950034,0.0035,24.88,0.53,10.0,20.64,1017.77,3.41,0.22,287.0,0.0,10.41,0.0,2016-04
2016-04-02 14:04:00,0.392166667,0.0,0.0397,0.00505,0.023,0.012733333,0.02985,0.001,0.004066667,0.001533333,0.1787,0.000749933,0.012,32.16,0.34,10.0,25.13,1025.64,7.87,0.0,7.0,0.0,6.66,0.0,2016-04
2016-04-18 15:21:00,0.504983333,0.0,0.123316667,0.134816667,0.0074,0.040066667,0.090166667,0.001,0.00405,0.106083333,0.1085666659999999,0.000416733,0.4395,53.89,0.7,10.0,53.89,1013.36,2.35,0.27,102.0,0.0,44.47,0.0,2016-04
2016-04-08 14:36:00,0.326066667,0.0,0.10325,0.005066667,0.00675,0.01295,0.0308,0.001016667,0.00405,0.0015,0.082833333,0.000700033,0.02305,50.63,0.67,9.68,50.63,1016.41,10.37,0.75,173.0,0.004,39.97,0.15,2016-04
2016-04-19 06:51:00,0.5092,0.000266667,0.04315,0.0904,0.007283333,0.013233333,0.039633333,0.001016667,0.00405,0.002016667,0.084566666,0.0005334,0.003533333,62.28,0.84,8.26,62.28,1009.66,1.92,0.31,309.0,0.0024,57.39,0.07,2016-04
2016-04-04 05:12:00,0.9475,0.00025,0.042,0.004716667,0.006716667,0.012433333,0.033233333,0.001016667,0.004,0.001583333,0.635383333,0.0011,0.003433333,47.76,0.79,10.0,43.32,1008.68,9.83,0.31,186.0,0.0,41.67,0.0,2016-04
2016-04-04 11:10:00,0.5399,1.67e-05,0.040316667,0.00495,0.12175,0.01255,0.030883333,0.001,0.004,0.0015,0.2098,0.0007834,0.0029,54.62,0.86,6.23,54.62,1001.55,12.42,0.31,156.0,0.042,50.57,0.69,2016-04
2016-04-27 12:58:00,1.3475,1.372933333,0.039866667,0.00415,0.00625,0.011683333,0.031033333,0.000983333,0.004083333,0.001633333,0.091466667,0.0020167,0.2762,48.16,0.67,8.57,47.59,1023.15,3.0,0.31,158.0,0.0078,37.58,0.39,2016-04
2016-04-29 15:08:00,2.00085,0.000983333,0.0394,0.13395,0.006166667,0.011,0.03015,0.001,0.004,0.368883333,1.483766666,0.00145,0.217716667,50.51,0.86,9.19,50.51,1011.41,5.21,1.0,17.0,0.0,46.35,0.0,2016-04
2016-04-23 01:39:00,0.776383333,0.114933333,0.041183333,0.11935,0.130066667,0.012733333,0.03305,0.001,0.004,0.0016,0.0832,0.0005,0.003166667,40.33,0.84,9.2,35.58,1009.56,6.92,1.0,22.0,0.0,35.87,0.0,2016-04
2016-04-20 21:03:00,0.380816667,0.0,0.039416667,0.1242,0.12765,0.012933333,0.032533333,0.000983333,0.00405,0.00175,0.100033333,0.0004667,0.194366667,53.45,0.21,10.0,53.45,1017.55,7.44,0.03,344.0,0.0,14.69,0.0,2016-04
2016-04-27 18:10:00,0.149283333,1.67e-05,0.039666667,0.005166667,0.006983333,0.0132,0.031366667,0.001,0.00415,0.00155,0.086716666,0.00075,0.440283333,46.84,0.67,9.04,43.73,1022.13,6.31,1.0,154.0,0.0023,36.3,0.06,2016-04
2016-04-08 12:10:00,1.029883333,0.000283333,0.0407,0.004666667,0.0065,0.012366667,0.031283333,0.000983333,0.0041,0.337166667,0.54645,0.001083334,0.002333333,54.13,0.5,10.0,54.13,1016.46,14.42,0.31,187.0,0.0,35.96,0.0,2016-04
2016-04-21 17:51:00,0.227133333,0.119383333,0.20385,0.004816667,0.124333333,0.012666667,0.032433333,0.001,0.004083333,0.0016,0.08745,0.0010166329999999,0.44595,51.25,0.31,10.0,51.25,1017.31,5.31,0.31,9.0,0.0,21.97,0.0,2016-04
2016-04-11 17:19:00,0.525316667,0.0,0.11535,0.005433333,0.007816667,0.012966667,0.030466667,0.001,0.00405,0.096733333,0.090983333,0.000833267,0.047016667,34.66,0.71,10.0,34.66,1029.63,2.21,0.0,17.0,0.0,26.27,0.0,2016-04
2016-04-19 14:06:00,0.115883333,0.0,0.116083333,0.0057,0.00715,0.012916667,0.03285,0.001,0.00405,0.001416667,0.086933333,0.000783267,0.27335,58.27,0.91,4.77,58.27,1008.3,2.4,0.31,302.0,0.0034,55.81,0.12,2016-04
2016-04-23 09:06:00,0.601466667,0.000266667,0.041116667,0.139666667,0.128316667,0.013116667,0.033816667,0.001,0.004183333,0.001866667,0.100283333,0.000483367,0.003566667,37.29,0.88,8.46,37.29,1011.54,1.49,0.34,260.0,0.0,34.03,0.0,2016-04
2016-04-11 09:34:00,0.376816667,0.000266667,0.0418,0.00505,0.007783333,0.012916667,0.0325,0.001,0.004,0.001633333,0.146583334,0.000716733,0.003133333,57.66,0.21,10.0,57.66,1025.85,8.48,0.0,5.0,0.0,17.48,0.0,2016-04
2016-04-23 04:04:00,0.67705,0.00025,0.041033333,0.1054,0.12295,0.013,0.03335,0.001,0.004,0.001866667,0.100233334,0.000500067,0.003266667,39.84,0.84,9.64,37.15,1010.91,3.99,1.0,9.0,0.0,35.33,0.0,2016-04
2016-04-15 17:39:00,0.107916667,1.67e-05,0.034983333,0.005366667,0.007266667,0.013016667,0.0297,0.001,0.004,0.001466667,0.1101,0.000750067,0.446133333,49.97,0.57,10.0,48.63,1013.8,4.28,0.31,192.0,0.0,35.39,0.0,2016-04
2016-04-19 23:24:00,0.667483333,1.67e-05,0.041066667,0.139666667,0.144683333,0.012533333,0.0328,0.00085,0.0039,0.001316667,0.09925,0.000433333,0.000183333,62.49,0.44,10.0,62.49,1010.45,11.37,0.18,348.0,0.0,40.35,0.0,2016-04
2016-04-24 01:28:00,0.400266667,0.0,0.041166667,0.005233333,0.127733333,0.012883333,0.032966667,0.000966667,0.003983333,0.001533333,0.0834,0.000800033,0.003183333,58.05,0.29,10.0,58.05,1009.41,8.72,0.0,255.0,0.0,25.67,0.0,2016-04
2016-04-08 03:21:00,0.621666667,0.0,0.216583333,0.122633333,0.00675,0.013166667,0.0333,0.000983333,0.004083333,0.00155,0.083583333,0.0004167,0.00365,41.03,0.77,9.6,34.96,1023.19,9.9,1.0,178.0,0.0097,34.52,0.5,2016-04
2016-04-18 05:12:00,0.3711,0.000266667,0.054633333,0.00515,0.00695,0.013266667,0.042283333,0.001016667,0.004166667,0.001633333,0.094016667,0.000783333,0.003566667,72.36,0.24,10.0,72.36,1013.17,11.53,0.02,192.0,0.0,33.53,0.0,2016-04
2016-05-12 19:16:00,0.105416667,1.67e-05,0.1053,0.005066667,0.007066667,0.012933333,0.0307,0.000883333,0.00395,0.00125,0.088466667,0.000766633,0.278566667,42.77,0.76,10.0,39.44,1019.42,5.41,0.03,248.0,0.0,35.8,0.0,2016-05
2016-05-12 09:02:00,0.321483333,1.67e-05,0.057116667,0.0054,0.007633333,0.013066667,0.031016667,0.000983333,0.004183333,0.001733333,0.0841,0.000750067,0.003483333,59.41,0.24,10.0,59.41,1014.37,18.6,0.07,300.0,0.0,22.92,0.0,2016-05
2016-05-17 20:25:00,0.3668,1.67e-05,0.093483333,0.12605,0.007516667,0.013,0.029433333,0.001,0.0041,0.002066667,0.08825,0.000483367,0.157783333,60.1,0.62,10.0,60.1,1010.39,3.21,0.26,20.0,0.0,46.91,0.0,2016-05
2016-05-12 17:41:00,0.113333333,0.0,0.040233333,0.136566667,0.007066667,0.012916667,0.08415,0.00095,0.004066667,0.001533333,0.0876,0.000466633,0.406933333,41.34,0.76,10.0,39.67,1018.95,3.19,0.06,221.0,0.0,34.31,0.0,2016-05
2016-05-24 05:44:00,0.478483333,0.000266667,0.02925,0.137666667,0.007383333,0.013016667,0.031333333,0.001,0.00415,0.001633333,0.0846,0.000566667,0.00345,70.87,0.78,10.0,70.87,1019.29,4.47,0.03,177.0,0.0,63.8,0.0,2016-05
2016-05-29 18:04:00,0.302383333,1.67e-05,0.027283333,0.005033333,0.130366667,0.01275,0.0288,0.000983333,0.0041,0.000983333,0.086333333,0.000833333,0.078116667,70.14,0.75,9.76,70.14,1015.63,7.19,0.22,193.0,0.0,61.91,0.0,2016-05
2016-05-26 14:51:00,0.046016667,0.0,0.027366667,0.005116667,0.00725,0.012883333,0.0285,0.000866667,0.00405,0.000866667,0.0887,0.000766733,0.31465,78.95,0.38,10.0,78.95,1013.56,9.21,0.08,279.0,0.0,50.87,0.0,2016-05
2016-05-22 16:33:00,0.260566667,0.000283333,0.034833333,0.121266667,0.0067,0.0128,0.028266667,0.000916667,0.004033333,0.001516667,0.086683333,0.000483333,0.151116667,74.9,0.58,9.84,74.9,1017.8,3.61,0.19,178.0,0.0,59.15,0.0,2016-05
2016-05-21 02:31:00,0.697166667,0.00025,0.0369,0.153316667,0.1282,0.012933333,0.0312,0.001,0.00405,0.0018,0.085166667,0.00045,0.003566667,80.59,0.36,9.88,80.03,1015.71,7.55,0.16,281.0,0.0,51.4,0.0,2016-05
2016-05-09 12:22:00,0.969066667,0.00025,0.04055,0.004666667,0.123283333,0.0123,0.0281,0.001,0.004,0.33475,0.51985,0.0011667,0.1472,61.23,0.93,6.55,61.23,1007.44,4.88,1.0,191.0,0.0218,59.08,0.61,2016-05
2016-05-26 08:09:00,0.4338,0.0,0.029266667,0.124033333,0.007566667,0.01315,0.03095,0.00095,0.004033333,0.00095,0.0979833329999999,0.0005667,0.003266667,64.42,0.93,5.21,64.42,1012.93,3.27,0.19,222.0,0.0,62.24,0.0,2016-05
2016-05-15 18:23:00,0.69225,0.0,0.041333333,0.005183333,0.00675,0.012816667,0.340683333,0.001,0.0041,0.001,0.087383333,0.0009,0.080066667,42.95,0.94,3.63,42.95,1022.44,2.11,0.1,301.0,0.0012,41.47,0.02,2016-05
2016-05-08 19:16:00,3.70455,1.67e-05,0.040066667,0.026966667,0.006466667,0.012566667,0.046016667,0.000816667,0.029033333,0.00125,0.1551166669999999,0.0006500669999999,0.371233333,54.62,0.66,10.0,54.62,1015.29,6.41,0.0,188.0,0.0,43.55,0.0,2016-05
2016-05-06 14:10:00,0.302166667,1.67e-05,0.039966667,0.161966667,0.007866667,0.012933333,0.0307,0.000916667,0.006233333,0.00135,0.087316666,0.0004500329999999,0.211183333,67.37,0.22,10.0,67.37,1019.23,8.67,0.0,284.0,0.0,27.4,0.0,2016-05
2016-05-04 13:10:00,0.338083333,0.000266667,0.11925,0.00505,0.00665,0.012933333,0.031366667,0.001,0.004116667,0.001616667,0.0855166669999999,0.000800033,0.020566667,60.61,0.32,9.89,60.61,1003.78,21.83,0.25,301.0,0.0,30.49,0.0,2016-05
2016-05-04 08:28:00,0.301016667,0.0,0.04205,0.005166667,0.0069,0.013,0.033416667,0.001,0.004183333,0.001733333,0.095083333,0.0007334,0.003416667,52.0,0.87,8.52,52.0,1001.76,9.46,0.78,207.0,0.0039,48.15,0.15,2016-05
2016-05-26 16:13:00,0.235583333,0.0,0.027333333,0.12615,0.128883333,0.01285,0.02825,0.000933333,0.003966667,0.000933333,0.0880333329999999,0.0005333,0.292516667,80.35,0.35,10.0,79.77,1013.14,10.01,0.08,288.0,0.0,50.21,0.0,2016-05
2016-05-15 15:10:00,0.0128,0.0,0.039083333,0.005,0.124083333,0.012733333,0.02865,0.001,0.003916667,0.0015,0.0892999999999999,0.000766733,0.500783333,44.24,0.93,4.88,44.24,1021.13,1.57,0.08,4.0,0.0,42.43,0.0,2016-05
2016-05-22 19:58:00,0.231133333,0.000266667,0.034866667,0.005033333,0.125533333,0.012666667,0.028516667,0.001,0.004116667,0.001583333,0.085766666,0.000783333,0.152616667,84.49,0.49,9.88,85.6,1016.55,9.76,0.17,182.0,0.0,63.35,0.0,2016-05
2016-05-15 11:48:00,0.413116667,0.0,0.0391,0.1266,0.006733333,0.013066667,0.029416667,0.001,0.004166667,0.00155,0.088616667,0.000550033,0.060916667,51.39,0.84,8.69,51.39,1020.9,1.28,0.14,107.0,0.0016,46.68,0.03,2016-05
2016-05-16 06:35:00,0.990833333,5e-05,0.0805,0.119916667,0.006716667,0.012583333,0.032533333,0.001,0.004,0.001783333,0.561333333,0.000733333,0.00305,71.53,0.31,10.0,71.53,1021.44,2.18,0.01,146.0,0.0,39.29,0.0,2016-05
2016-05-03 17:09:00,0.21285,0.0,0.070566667,0.005083333,0.00675,0.012916667,0.030883333,0.000983333,0.0041,0.001483333,0.091066667,0.0007334,0.10215,54.56,0.84,8.73,54.56,1006.4,0.88,1.0,31.0,0.0,49.86,0.0,2016-05
2016-05-07 06:11:00,0.3466,0.0,0.042183333,0.005166667,0.02485,0.013216667,0.03205,0.001016667,0.00425,0.001833333,0.0857,0.0007167,0.003516667,66.75,0.28,10.0,66.75,1021.63,5.27,0.04,344.0,0.0,32.18,0.0,2016-05
2016-05-29 12:49:00,0.28195,0.0,0.027283333,0.005116667,0.004783333,0.012833333,0.028616667,0.000966667,0.003966667,0.000966667,0.086716666,0.000750033,0.078566667,66.32,0.78,9.84,66.32,1017.38,4.75,0.31,174.0,0.0,59.18,0.0,2016-05
2016-05-17 17:43:00,0.0974,0.0,0.1215,0.005083333,0.00675,0.01305,0.029416667,0.000983333,0.004066667,0.00185,0.088933333,0.000750067,0.308333333,53.15,0.79,10.0,53.15,1010.0,2.36,0.08,15.0,0.0,46.73,0.0,2016-05
2016-05-14 11:56:00,0.403583333,0.000266667,0.039133333,0.0051,0.12755,0.01285,0.0292,0.001,0.004133333,0.00155,0.086683333,0.0008000329999999,0.030166667,55.14,0.59,10.0,55.14,1019.02,6.71,0.31,170.0,0.0,40.93,0.0,2016-05
2016-05-21 08:35:00,0.474633333,0.000266667,0.03685,0.127433333,0.007016667,0.013183333,0.03105,0.000966667,0.003966667,0.00165,0.0867,0.000533367,0.003166667,62.55,0.75,9.91,62.55,1016.94,2.92,0.05,210.0,0.0,54.67,0.0,2016-05
2016-05-11 21:03:00,0.258483333,1.67e-05,0.039283333,0.128433333,0.006983333,0.012866667,0.02825,0.001,0.004183333,0.001583333,0.086466667,0.000516667,0.187883333,39.7,0.54,10.0,33.45,1012.45,9.6,0.2,262.0,0.0,24.64,0.0,2016-05
2016-05-12 10:11:00,0.47935,0.0,0.05505,0.140933333,0.0076,0.012983333,0.029083333,0.001,0.004,0.001466667,0.08545,0.000499967,0.003533333,57.96,0.29,10.0,57.96,1015.57,20.65,0.14,293.0,0.0,25.81,0.0,2016-05
2016-05-31 16:53:00,0.029133333,0.0,0.02735,0.00505,0.1289,0.012833333,0.02845,0.0009,0.003983333,0.0009,0.0885,0.0008167,0.413666667,64.28,0.93,5.53,64.28,1003.99,6.21,1.0,155.0,0.0403,62.06,0.69,2016-05
2016-05-11 09:49:00,0.449516667,0.0,0.040183333,0.12645,0.007083333,0.013066667,0.029583333,0.001,0.0042,0.001683333,0.084233333,0.000516733,0.001983333,48.47,0.45,10.0,42.25,1007.56,16.85,0.31,287.0,0.0,28.34,0.0,2016-05
2016-05-25 15:58:00,0.00325,1.67e-05,0.0274,0.005133333,0.007116667,0.013033333,0.028333333,0.000816667,0.003883333,0.00085,0.088333333,0.0007334,0.35245,70.73,0.82,9.1,70.73,1014.41,4.37,0.1,179.0,0.0,64.82,0.0,2016-05
2016-05-17 19:52:00,0.124983333,1.67e-05,0.098166667,0.005116667,0.006683333,0.013066667,0.0295,0.001,0.0041,0.001933333,0.088466667,0.000750067,0.257266667,57.53,0.67,10.0,57.53,1010.2,5.28,0.24,350.0,0.0,46.51,0.0,2016-05
2016-05-15 06:29:00,0.421966667,0.0,0.041133333,0.005166667,0.007066667,0.01315,0.13675,0.001,0.004,0.00175,0.085633333,0.0007334,0.003133333,64.89,0.47,10.0,64.89,1017.4,5.28,0.28,196.0,0.003,43.99,0.1,2016-05
2016-05-13 15:34:00,0.422616667,0.0,0.096916667,0.089833333,0.006766667,0.012883333,0.0292,0.001,0.00415,0.001683333,0.08555,0.000583333,0.0789,46.89,0.71,9.79,46.89,1019.64,2.68,0.05,335.0,0.0,38.13,0.0,2016-05
2016-05-11 14:11:00,0.064283333,1.67e-05,0.0393,0.005533333,0.007033333,0.012933333,0.028383333,0.001,0.004183333,0.0016,0.085733333,0.0007,0.36925,43.11,0.55,10.0,37.73,1010.74,9.42,0.29,278.0,0.0,28.25,0.0,2016-05
2016-05-25 00:56:00,0.4524,1.67e-05,0.0293,0.118066667,0.0072,0.012916667,0.030883333,0.000883333,0.004066667,0.0009,0.08545,0.000583333,0.003566667,70.29,0.73,9.19,70.29,1018.84,3.84,0.16,86.0,0.0,61.16,0.0,2016-05
2016-05-14 11:44:00,0.475166667,0.000266667,0.039083333,0.00545,0.12715,0.01275,0.029266667,0.001033333,0.004,0.001533333,0.085433334,0.000766667,0.035,57.02,0.55,10.0,57.02,1018.97,8.46,0.22,171.0,0.0,41.05,0.0,2016-05
2016-05-03 08:23:00,0.373966667,0.000233333,0.041933333,0.0051,0.006833333,0.012983333,0.033616667,0.001,0.0042,0.00165,0.16675,0.000766667,0.003466667,50.28,0.85,8.06,50.28,1010.36,7.34,1.0,34.0,0.0,45.9,0.0,2016-05
2016-05-03 14:19:00,0.252416667,0.0,0.110016667,0.005016667,0.006716667,0.012566667,0.030216667,0.000983333,0.00405,0.001466667,0.082466666,0.000749933,0.090366667,54.66,0.83,9.3,54.66,1007.23,3.92,1.0,67.0,0.0,49.45,0.0,2016-05
2016-06-04 13:40:00,0.545783333,1.67e-05,0.032233333,0.1407,0.0068,0.01285,0.333966667,0.000916667,0.004,0.001183333,0.089466667,0.000716667,0.254083333,64.14,0.37,10.0,64.14,1007.06,18.28,0.17,302.0,0.0,37.11,0.0,2016-06
