time,use [kW],gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability
1451624675,0.373916667,0.00345,0.373916667,0,0.08905,0.064933333,0.04345,0.005483333,0.007116667,0.01325,0.00075,1.67E-05,1.67E-05,0.031983333,0.001016667,0.0043,0.001666667,0.00345,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624676,0.348683333,0.003433333,0.348683333,1.67E-05,0.06425,0.0645,0.0435,0.0051,0.007066667,0.013283333,0.00075,1.67E-05,0,0.031966667,0.001016667,0.0043,0.00175,0.003433333,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624677,0.4036,0.00345,0.4036,0,0.121216667,0.063633333,0.043483333,0.005066667,0.007066667,0.013216667,0.000766667,5.00E-05,0,0.032033333,0.001,0.0043,0.001666667,0.00345,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624678,0.582433333,0.00345,0.582433333,0.00015,0.305883333,0.0629,0.043733333,0.004933333,0.006983333,0.01295,0.000783333,0.000166667,0,0.03195,0.001016667,0.0043,0.001566667,0.00345,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624679,0.76795,0.00345,0.76795,0.000216667,0.496133333,0.063466667,0.043683333,0.004766667,0.007,0.012633333,0.0008,0.000333333,1.67E-05,0.031983333,0.001016667,0.0043,0.001666667,0.00345,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624680,0.72395,0.003483333,0.72395,0.000216667,0.45005,0.063266667,0.043583333,0.005216667,0.006933333,0.0127,0.0008,0.0003,0,0.03185,0.001016667,0.004283333,0.001666667,0.003483333,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624681,0.660783333,0.003416667,0.660783333,0.000166667,0.384383333,0.064516667,0.04355,0.00485,0.006966667,0.012766667,0.00075,0.00025,1.67E-05,0.0319,0.001016667,0.004283333,0.001716667,0.003416667,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624682,0.344016667,0.00345,0.344016667,0,0.02095,0.091983333,0.0434,0.008916667,0.00715,0.01335,0.000716667,0,0,0.031916667,0.001,0.0043,0.001583333,0.00345,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624683,0.479716667,0.00345,0.479716667,1.67E-05,0.021233333,0.208,0.04335,0.0052,0.007233333,0.01345,0.000733333,5.00E-05,0,0.031916667,0.001016667,0.0043,0.001766667,0.00345,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624684,0.7863,0.003416667,0.7863,8.33E-05,0.021766667,0.464166667,0.0432,0.00535,0.007383333,0.01365,0.000683333,0.000183333,1.67E-05,0.031783333,0.001,0.0043,0.001616667,0.003416667,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624685,1.070666667,0.003416667,1.070666667,6.67E-05,0.022266667,0.702066667,0.042916667,0.005866667,0.007616667,0.013816667,0.00065,0.000333333,1.67E-05,0.031833333,0.001,0.004266667,0.00165,0.003416667,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624686,1.027233333,0.003433333,1.027233333,8.33E-05,0.022183333,0.667083333,0.04295,0.005433333,0.007466667,0.013783333,0.000633333,0.000316667,0,0.0317,0.001,0.004283333,0.0017,0.003433333,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624687,0.919716667,0.003383333,0.919716667,6.67E-05,0.022,0.578733333,0.04295,0.005383333,0.007366667,0.0137,0.000666667,0.000266667,1.67E-05,0.031783333,0.001016667,0.004283333,0.00165,0.003383333,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624688,0.6415,0.003416667,0.6415,5.00E-05,0.021533333,0.3468,0.0433,0.005283333,0.007366667,0.01355,0.0007,0.000133333,1.67E-05,0.0319,0.001,0.004283333,0.001516667,0.003416667,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624689,0.305633333,0.00345,0.305633333,0,0.020933333,0.063666667,0.0434,0.005133333,0.007133333,0.013333333,0.000733333,1.67E-05,1.67E-05,0.03185,0.001016667,0.0043,0.0017,0.00345,35.49,clear-night,0.64,10,Clear,29.65,1015.86,7.08,0.75,265,0,24.35,0
1451624690,0.38205,0.003433333,0.38205,1.67E-05,0.098633333,0.063816667,0.043433333,0.005483333,0.007066667,0.013233333,0.000733333,3.33E-05,3.33E-05,0.031883333,0.001,0.0043,0.0017,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624691,0.348133333,0.003416667,0.348133333,0,0.063716667,0.064283333,0.043433333,0.0051,0.00715,0.013283333,0.00075,1.67E-05,1.67E-05,0.031933333,0.001016667,0.0043,0.001666667,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624692,0.405833333,0.00345,0.405833333,0,0.123366667,0.063183333,0.04345,0.005066667,0.007083333,0.013183333,0.00075,6.67E-05,1.67E-05,0.03195,0.001016667,0.004316667,0.001666667,0.00345,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624693,0.649016667,0.003433333,0.649016667,0.000216667,0.374033333,0.06265,0.044033333,0.004866667,0.006983333,0.012833333,0.0008,0.000233333,0,0.031783333,0.001016667,0.004283333,0.0014,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624694,0.766933333,0.003466667,0.766933333,0.000233333,0.496466667,0.0623,0.0438,0.004766667,0.0069,0.012666667,0.000833333,0.000333333,0,0.03185,0.001016667,0.0043,0.0016,0.003466667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624695,0.788283333,0.003466667,0.788283333,0.000216667,0.492433333,0.0642,0.043683333,0.023516667,0.006883333,0.01265,0.00075,0.000316667,0,0.031883333,0.001016667,0.004283333,0.001666667,0.003466667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624696,0.888083333,0.00345,0.888083333,0.000216667,0.44435,0.064,0.043516667,0.141333333,0.006933333,0.0127,0.000466667,0.000166667,1.67E-05,0.031966667,0.001016667,0.0043,0.001633333,0.00345,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624697,0.7441,0.00345,0.7441,0.00015,0.308616667,0.06295,0.0436,0.1329,0.007016667,0.012883333,0.000483333,0.0001,1.67E-05,0.031816667,0.001016667,0.004283333,0.001566667,0.00345,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624698,0.460766667,0.003416667,0.460766667,0,0.020833333,0.062916667,0.0433,0.130866667,0.007183333,0.013266667,0.000433333,6.67E-05,0,0.03185,0.001,0.004283333,0.00175,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624699,0.459583333,0.003416667,0.459583333,1.67E-05,0.020816667,0.063183333,0.043383333,0.129583333,0.007133333,0.013283333,0.000466667,8.33E-05,0,0.031716667,0.001,0.004283333,0.001616667,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624700,0.494116667,0.00345,0.494116667,0,0.020916667,0.0927,0.043333333,0.128783333,0.007133333,0.013316667,0.00045,6.67E-05,0,0.031883333,0.001,0.004283333,0.001616667,0.00345,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624701,0.631616667,0.003433333,0.631616667,1.67E-05,0.021216667,0.206816667,0.043383333,0.128083333,0.00725,0.01345,0.000433333,0.000166667,0,0.031866667,0.001,0.0043,0.00155,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624702,0.917216667,0.003433333,0.917216667,5.00E-05,0.0217,0.447216667,0.043033333,0.127566667,0.007366667,0.0136,0.0004,0.000316667,3.33E-05,0.0318,0.001,0.004283333,0.0017,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624703,1.210583333,0.003416667,1.210583333,0.0001,0.022233333,0.694666667,0.042916667,0.127083333,0.007516667,0.0138,0.00035,0.000483333,1.67E-05,0.031683333,0.001,0.004266667,0.001616667,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624704,1.200866667,0.0034,1.200866667,8.33E-05,0.022233333,0.687366667,0.04285,0.126616667,0.0075,0.013783333,0.00035,0.000466667,0,0.031783333,0.001,0.004283333,0.0017,0.0034,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624705,1.278733333,0.003416667,1.278733333,6.67E-05,0.098966667,0.689366667,0.04285,0.126,0.007416667,0.013683333,0.000366667,0.000416667,3.33E-05,0.03175,0.001,0.004266667,0.001683333,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624706,1.24045,0.003416667,1.24045,6.67E-05,0.06445,0.686416667,0.042833333,0.125616667,0.007533333,0.013683333,0.00035,0.00045,1.67E-05,0.03175,0.001,0.00425,0.00175,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624707,1.287783333,0.003416667,1.287783333,5.00E-05,0.114416667,0.684916667,0.042916667,0.125166667,0.0074,0.0136,0.000383333,0.000366667,1.67E-05,0.031666667,0.001,0.004266667,0.001583333,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624708,1.288133333,0.0034,1.288133333,5.00E-05,0.11585,0.684316667,0.04285,0.124766667,0.007483333,0.0136,0.000383333,0.0004,1.67E-05,0.031716667,0.001,0.00425,0.001733333,0.0034,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624709,1.316033333,0.0034,1.316033333,5.00E-05,0.14255,0.6853,0.04285,0.124416667,0.0074,0.013533333,0.000366667,0.000366667,1.67E-05,0.031566667,0.001,0.00425,0.00155,0.0034,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624710,1.6532,0.003416667,1.6532,5.00E-05,0.495016667,0.675833333,0.043133333,0.123966667,0.007266667,0.012966667,0.0004,8.33E-05,0,0.03155,0.001,0.004233333,0.001566667,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624711,1.64675,0.003416667,1.64675,3.33E-05,0.490216667,0.675283333,0.043116667,0.123583333,0.00725,0.012983333,0.000383333,6.67E-05,1.67E-05,0.03155,0.001033333,0.004233333,0.001666667,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624712,1.63965,0.003416667,1.63965,5.00E-05,0.48825,0.670983333,0.043133333,0.123433333,0.007183333,0.012983333,0.000416667,8.33E-05,3.33E-05,0.0316,0.001,0.00425,0.001666667,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624713,1.63695,0.003416667,1.63695,5.00E-05,0.486866667,0.670316667,0.0431,0.1231,0.00725,0.012983333,0.0004,8.33E-05,3.33E-05,0.031666667,0.001,0.00425,0.00155,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624714,1.6337,0.0034,1.6337,3.33E-05,0.4859,0.669183333,0.043116667,0.122866667,0.0072,0.012966667,0.0004,8.33E-05,1.67E-05,0.031533333,0.001016667,0.004233333,0.00165,0.0034,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624715,1.6305,0.003416667,1.6305,5.00E-05,0.48475,0.667616667,0.043133333,0.122583333,0.007233333,0.01295,0.0004,0.0001,3.33E-05,0.031416667,0.001016667,0.004216667,0.001516667,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624716,1.6271,0.003416667,1.6271,5.00E-05,0.4838,0.666083333,0.043066667,0.1223,0.007216667,0.01295,0.000383333,6.67E-05,3.33E-05,0.031533333,0.001016667,0.004233333,0.001616667,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624717,1.622983333,0.003416667,1.622983333,5.00E-05,0.483333333,0.6627,0.043166667,0.122166667,0.0072,0.012966667,0.000416667,8.33E-05,1.67E-05,0.031533333,0.001,0.00425,0.001616667,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624718,1.618316667,0.003416667,1.618316667,3.33E-05,0.483283333,0.65955,0.043133333,0.121966667,0.007233333,0.013,0.0004,6.67E-05,1.67E-05,0.031433333,0.001,0.004216667,0.00155,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624719,1.617066667,0.003416667,1.617066667,6.67E-05,0.482583333,0.658883333,0.043216667,0.121816667,0.0072,0.013,0.000416667,8.33E-05,1.67E-05,0.03145,0.001,0.00425,0.001516667,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624720,1.614116667,0.003466667,1.614116667,5.00E-05,0.48225,0.65695,0.043166667,0.121616667,0.007216667,0.013,0.000416667,8.33E-05,3.33E-05,0.0316,0.001,0.00425,0.001633333,0.003466667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624721,1.6158,0.003433333,1.6158,5.00E-05,0.4821,0.6588,0.043133333,0.121416667,0.007266667,0.012983333,0.000416667,8.33E-05,1.67E-05,0.03155,0.001,0.00425,0.001566667,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624722,1.615183333,0.003433333,1.615183333,3.33E-05,0.481466667,0.658433333,0.043133333,0.121333333,0.0072,0.013016667,0.000416667,6.67E-05,1.67E-05,0.031583333,0.001,0.00425,0.001516667,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624723,1.510233333,0.00345,1.510233333,5.00E-05,0.481916667,0.655766667,0.043216667,0.039583333,0.007233333,0.013,0.0006,1.67E-05,3.33E-05,0.031533333,0.001033333,0.00425,0.001566667,0.00345,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624724,1.466183333,0.003416667,1.466183333,6.67E-05,0.481616667,0.655083333,0.043333333,0.0051,0.007233333,0.012983333,0.000716667,1.67E-05,0,0.031466667,0.001016667,0.004233333,0.001483333,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624725,1.405133333,0.003416667,1.405133333,5.00E-05,0.481233333,0.6058,0.043216667,0.005066667,0.0072,0.012933333,0.000683333,3.33E-05,1.67E-05,0.0315,0.001,0.004266667,0.001616667,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624726,1.359483333,0.003416667,1.359483333,6.67E-05,0.48085,0.5688,0.043233333,0.00505,0.007166667,0.012916667,0.000716667,3.33E-05,1.67E-05,0.0316,0.001,0.00425,0.001666667,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624727,0.84895,0.00345,0.84895,0.000183333,0.484583333,0.141,0.043566667,0.004833333,0.006916667,0.012633333,0.000766667,0.000283333,1.67E-05,0.0317,0.001016667,0.00425,0.001683333,0.00345,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624728,0.755716667,0.00345,0.755716667,0.000233333,0.4852,0.062316667,0.043683333,0.004783333,0.00695,0.01255,0.000783333,0.0003,1.67E-05,0.031766667,0.001033333,0.004266667,0.00155,0.00345,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624729,0.7565,0.003433333,0.7565,0.000216667,0.484433333,0.06345,0.043583333,0.004783333,0.00685,0.012533333,0.000783333,0.000316667,0,0.031683333,0.001016667,0.004266667,0.001716667,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624730,0.755066667,0.003433333,0.755066667,0.000216667,0.484266667,0.062633333,0.043583333,0.005183333,0.006933333,0.012533333,0.000783333,0.000316667,0,0.03165,0.001033333,0.00425,0.0016,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624731,0.88395,0.003433333,0.88395,0.000216667,0.484833333,0.064016667,0.04365,0.00475,0.006866667,0.012533333,0.000716667,0.00035,0,0.174916667,0.0012,0.004216667,0.0019,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624732,0.760816667,0.00345,0.760816667,0.000216667,0.4841,0.062866667,0.0436,0.0048,0.006833333,0.0125,0.000783333,0.000333333,0,0.0386,0.001016667,0.004233333,0.001683333,0.00345,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624733,0.915983333,0.003433333,0.915983333,0.000216667,0.48425,0.194866667,0.043533333,0.00485,0.007033333,0.012633333,0.00075,0.00025,0,0.031716667,0.001016667,0.004266667,0.001533333,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624734,1.2014,0.00345,1.2014,0.000116667,0.48195,0.435833333,0.043366667,0.005,0.007016667,0.012816667,0.000716667,0.000133333,0,0.0316,0.001016667,0.004233333,0.001633333,0.00345,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624735,1.49905,0.003433333,1.49905,5.00E-05,0.479616667,0.685983333,0.043183333,0.0055,0.007383333,0.013,0.000666667,1.67E-05,3.33E-05,0.0316,0.001,0.004266667,0.0016,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624736,1.473983333,0.003416667,1.473983333,3.33E-05,0.4788,0.6644,0.0432,0.005116667,0.007233333,0.013016667,0.0007,1.67E-05,3.33E-05,0.031616667,0.001,0.00425,0.001616667,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624737,1.4935,0.00345,1.4935,5.00E-05,0.4787,0.684433333,0.043216667,0.005116667,0.007183333,0.013016667,0.0007,0,1.67E-05,0.031533333,0.001,0.004233333,0.001583333,0.00345,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624738,1.450216667,0.003433333,1.450216667,8.33E-05,0.478783333,0.6449,0.0435,0.005083333,0.007233333,0.013033333,0.000716667,1.67E-05,0,0.03145,0.001,0.00425,0.001483333,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624739,1.447033333,0.003416667,1.447033333,3.33E-05,0.479116667,0.641783333,0.043216667,0.0051,0.007283333,0.012983333,0.000716667,0,1.67E-05,0.031616667,0.001,0.00425,0.001583333,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624740,1.49065,0.003433333,1.49065,6.67E-05,0.4792,0.6812,0.043333333,0.0055,0.007183333,0.013016667,0.000683333,0,1.67E-05,0.0316,0.001,0.00425,0.00155,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624741,1.445316667,0.003433333,1.445316667,3.33E-05,0.479216667,0.640616667,0.043216667,0.005083333,0.0072,0.013,0.000716667,0,1.67E-05,0.031616667,0.001,0.00425,0.001633333,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624742,1.454933333,0.003416667,1.454933333,5.00E-05,0.479016667,0.6507,0.043316667,0.005083333,0.00715,0.013,0.0007,1.67E-05,1.67E-05,0.0315,0.001,0.004233333,0.001533333,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624743,1.456066667,0.003416667,1.456066667,3.33E-05,0.47875,0.6522,0.043233333,0.0051,0.007133333,0.012983333,0.0007,1.67E-05,1.67E-05,0.031533333,0.001,0.004233333,0.0016,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624744,1.356516667,0.003416667,1.356516667,6.67E-05,0.478966667,0.568416667,0.043266667,0.005066667,0.007133333,0.012916667,0.0007,3.33E-05,3.33E-05,0.0316,0.001016667,0.00425,0.00165,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624745,1.319783333,0.003416667,1.319783333,5.00E-05,0.478483333,0.537966667,0.043266667,0.005433333,0.007116667,0.012883333,0.0007,3.33E-05,1.67E-05,0.031616667,0.001,0.00425,0.00165,0.003416667,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624746,0.795516667,0.003433333,0.795516667,0.000216667,0.48305,0.098166667,0.043633333,0.004783333,0.006816667,0.012566667,0.000783333,0.0003,1.67E-05,0.031783333,0.001033333,0.004266667,0.001716667,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624747,0.9053,0.003433333,0.9053,0.0002,0.482433333,0.18825,0.043583333,0.00485,0.0068,0.012616667,0.000766667,0.00025,1.67E-05,0.031716667,0.001016667,0.00425,0.00165,0.003433333,35.26,clear-night,0.65,10,Clear,29.79,1015.59,6.45,0,268,0,24.79,0
1451624748,1.375633333,0.003433333,1.375633333,8.33E-05,0.487383333,0.581783333,0.0433,0.005033333,0.0072,0.012866667,0.0007,6.67E-05,1.67E-05,0.031516667,0.001,0.004216667,0.00155,0.003433333,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624749,1.453033333,0.003416667,1.453033333,3.33E-05,0.477316667,0.648783333,0.043183333,0.0051,0.00715,0.012933333,0.0007,0,1.67E-05,0.03165,0.001016667,0.004233333,0.001666667,0.003416667,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624750,1.452683333,0.00345,1.452683333,6.67E-05,0.477516667,0.64835,0.04325,0.005483333,0.00715,0.012983333,0.0007,0,3.33E-05,0.03165,0.001,0.00425,0.001616667,0.00345,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624751,1.447116667,0.003416667,1.447116667,3.33E-05,0.459016667,0.661066667,0.0432,0.005116667,0.007233333,0.013016667,0.0007,0,0,0.031666667,0.001,0.00425,0.001566667,0.003416667,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624752,1.397066667,0.003433333,1.397066667,3.33E-05,0.43055,0.640983333,0.043183333,0.005133333,0.007166667,0.013033333,0.0007,1.67E-05,3.33E-05,0.03165,0.001,0.00425,0.001633333,0.003433333,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624753,1.11005,0.003416667,1.11005,3.33E-05,0.169233333,0.616566667,0.043016667,0.005316667,0.007366667,0.013416667,0.000683333,0.000183333,0,0.03165,0.001,0.00425,0.001633333,0.003416667,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624754,0.912616667,0.0034,0.912616667,6.67E-05,0.021666667,0.573633333,0.043,0.0054,0.007416667,0.013616667,0.00065,0.00025,1.67E-05,0.031783333,0.001016667,0.00425,0.0017,0.0034,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624755,0.517433333,0.003416667,0.517433333,3.33E-05,0.020983333,0.2415,0.043233333,0.005633333,0.0072,0.0134,0.000716667,6.67E-05,1.67E-05,0.031816667,0.001,0.004266667,0.001783333,0.003416667,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624756,0.3052,0.003433333,0.3052,0,0.02055,0.063833333,0.043466667,0.005166667,0.00725,0.013233333,0.00075,1.67E-05,1.67E-05,0.03185,0.001033333,0.004283333,0.001633333,0.003433333,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624757,0.303566667,0.003416667,0.303566667,0,0.020533333,0.063133333,0.043366667,0.005166667,0.00705,0.0132,0.00075,1.67E-05,1.67E-05,0.031766667,0.001,0.004266667,0.001666667,0.003416667,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624758,0.3029,0.003433333,0.3029,0,0.0205,0.062616667,0.0434,0.00515,0.007116667,0.013233333,0.00075,0,1.67E-05,0.03175,0.001,0.004266667,0.00165,0.003433333,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624759,0.343533333,0.003433333,0.343533333,0,0.060633333,0.063233333,0.043383333,0.005133333,0.0071,0.01315,0.000733333,3.33E-05,0,0.031766667,0.001,0.004266667,0.001566667,0.003433333,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624760,0.36665,0.003433333,0.36665,1.67E-05,0.08485,0.0627,0.043466667,0.005516667,0.007116667,0.0131,0.000733333,1.67E-05,0,0.031816667,0.001016667,0.004266667,0.001566667,0.003433333,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624761,0.502316667,0.003483333,0.502316667,3.33E-05,0.117166667,0.06275,0.0438,0.005066667,0.007,0.0131,0.000783333,0.0001,1.67E-05,0.031533333,0.001016667,0.00405,0.001433333,0.003483333,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624762,0.594316667,0.003466667,0.594316667,6.67E-05,0.228866667,0.062166667,0.0435,0.004966667,0.007,0.012883333,0.00075,0.00015,1.67E-05,0.031683333,0.001016667,0.004083333,0.00155,0.003466667,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624763,0.939066667,0.003466667,0.939066667,0.000233333,0.492216667,0.132666667,0.043616667,0.0048,0.006866667,0.012566667,0.00075,0.000316667,1.67E-05,0.031633333,0.001016667,0.004066667,0.001633333,0.003466667,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624764,0.990366667,0.00345,0.990366667,0.000166667,0.454183333,0.206716667,0.043466667,0.00485,0.006933333,0.01265,0.000716667,0.00025,1.67E-05,0.0316,0.001033333,0.004066667,0.0016,0.00345,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
1451624765,1.4998,0.003466667,1.4998,3.33E-05,0.429283333,0.654316667,0.043116667,0.005116667,0.007166667,0.013,0.000666667,0,0,0.031466667,0.001033333,0.004066667,0.0017,0.003466667,34.99,clear-night,0.66,10,Clear,29.41,1015.52,6.53,0,260,0,24.92,0
